ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
,simple,,Belkin 140 Watt DC/AC,1,0,visible,La unidad simplemente se enchufa a cualquier toma de encendedor de cigarrillos de 12 voltios para vehículos de CC,"La unidad simplemente se enchufa a cualquier toma de encendedor de cigarrillos de 12 voltios para vehículos de CC estándar para convertir la energía de la batería de su vehículo a CA de 110 voltios (corriente doméstica común). Ahora puede mantener las computadoras portátiles, las PDA y los dispositivos de CA cargados y operativos donde quiera que vaya.",,,,,1,200,1,0,0,,,,,1,,1900,2000,Poder,,,http://morin42.me/wordpress/wp-content/uploads/2019/04/po11.jpg,,,,,,,,,10,Color:,,1,0,Material:,,1,0
,simple,,Tripp Lite 150W PowerVerter,1,0,visible,"Con la ayuda del inversor de autos ultracompacto PowerVerter de 150 vatios Tripp Lite, puede cargar fácilmente sus múltiples dispositivos mientras viaja.","Con la ayuda del inversor de autos ultracompacto PowerVerter de 150 vatios Tripp Lite, puede cargar fácilmente sus múltiples dispositivos mientras viaja. El inversor ultra compacto de Tripp Lite para automóviles brinda 150 vatios de potencia portátil para cargar y operar teléfonos inteligentes, computadoras portátiles, tabletas, unidades de GPS, reproductores de DVD y reproductores de MP3 en su vehículo. Convierte la alimentación de 12 V CC en una alimentación estándar de 120 V CA para ejecutar una amplia variedad de dispositivos electrónicos, como computadoras portátiles, teléfonos inteligentes, tabletas, sistemas de juegos, televisores portátiles y reproductores de DVD, reproductores de MP3 y unidades de GPS, así como luces de baja potencia para acampar Accesorios, cargadores de baterías para herramientas eléctricas pequeñas que funcionan con baterías y equipos de oficina móviles. Para evitar que se agote la batería de su automóvil, este inversor de automóvil ultracompacto se apaga automáticamente cuando el voltaje de entrada cae a 10V.",,,,,1,200,1,0,0,,,,,1,,1999,2300,Poder,,,"http://morin42.me/wordpress/wp-content/uploads/2019/04/po12_1.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/po12_2.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/po12_3.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/po12_4.jpg",,,,,,,,,11,Color:,,1,0,Material:,,1,0
,simple,,CyberPower CPS160SU-DC,1,0,visible,El inversor de potencia CPS160SU convierte la potencia del automóvil de 12 V CC a la alimentación doméstica estándar de 120 V CA. Simplemente enchufe el inversor en una toma de 12 V CC y estará listo para comenzar.,"El inversor de potencia CPS160SU convierte la potencia del automóvil de 12 V CC a la alimentación doméstica estándar de 120 V CA. Simplemente enchufe el inversor en una toma de 12 V CC y estará listo para comenzar. Está equipado con una salida de 120 V y tiene un conveniente puerto USB para cargar teléfonos celulares, reproductores de MP3 y cámaras digitales. Cuenta con protección contra sobretensiones a tiempo completo que protege contra las fluctuaciones de energía del arranque y apagado del vehículo, y tiene un diseño ergonómico de línea delgada con una huella pequeña. Su conector universal para auto / línea aérea 2 en 1 puede alimentar sus dispositivos electrónicos en la carretera, en el aire o en su embarcación. Es el dispositivo perfecto para alimentar todos sus dispositivos electrónicos de consumo / móviles, pequeños electrodomésticos, equipos de emergencia y herramientas portátiles.",,,,,1,200,1,0,0,,,,,1,,900,1000,Poder,,,"http://morin42.me/wordpress/wp-content/uploads/2019/04/po13_1.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/po13_2.jpg",,,,,,,,,12,Color:,,1,0,Material:,,1,0
,simple,,Tripp Lite 36” Power Strip,1,0,visible,La regleta de corriente PS361206 de montaje en gabinete / gabinete de Tripp Lite distribuye 120 V CA a 12 tomacorrientes NEMA 5-15R. ,"La regleta de corriente PS361206 de montaje en gabinete / gabinete de Tripp Lite distribuye 120 V CA a 12 tomacorrientes NEMA 5-15R. Es una solución simple para alimentar múltiples dispositivos en entornos industriales, gabinetes de rack, oficinas, ubicaciones de puntos de venta y exhibidores minoristas. El PS361206 tiene una carcasa de 36 pulgadas e incluye clips de montaje para instalación vertical u horizontal, lo que lo hace ideal para una variedad de aplicaciones.",,,,,1,200,1,0,0,,,,,1,,289,300,Poder,,,"http://morin42.me/wordpress/wp-content/uploads/2019/04/po14_1.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/po14_2.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/po14_3.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/po14_4.jpg",,,,,,,,,13,Color:,,1,0,Material:,,1,0
,simple,,Belkin 6-Outlet Power Strip,1,0,visible,Obtenga una conexión más organizada y segura a su dispositivo con la regleta de alimentación de 6 salidas de Belkin.,"Este Power Strip de Belkin es una fuente de alimentación ideal y conveniente para su electrónica general, electrodomésticos y más. Diseñado con una caja de metal resistente, garantiza durabilidad y protección para una vida útil más larga. Está equipado con un total de seis salidas que permite la conexión simultánea de cargadores de teléfonos móviles, radios, contestadores automáticos y otros elementos esenciales del hogar. Con un 3 pies. Cable, permite ajustes flexibles sin tener que desconectar dispositivos.",,,,,1,200,1,0,0,,,,,1,,190,200,Poder,,,"http://morin42.me/wordpress/wp-content/uploads/2019/04/po15_1.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/po15_2.jpg",,,,,,,,,14,Color:,,1,0,Material:,,1,0
,simple,,QVS - power strip,1,0,visible,Esta regleta de alimentación proporciona 3 tomacorrientes desde el tomacorriente de pared estándar de 2 tomacorrientes. ,"Esta regleta de alimentación proporciona 3 tomacorrientes desde el tomacorriente de pared estándar de 2 tomacorrientes. Tiene tomacorrientes estándar de 3 clavijas y 3 tomas de carga USB. Conecte sus computadoras, periféricos y otros equipos de oficina. Los puertos USB proporcionan hasta 1Amp para cada puerto y se pueden usar para recargar teléfonos inteligentes, tabletas y otros dispositivos móviles USB. Es ETL listado y hecho de plástico duradero.",,,,,1,200,1,0,0,,,,,1,,400,500,Poder,,,http://morin42.me/wordpress/wp-content/uploads/2019/04/po16.jpg,,,,,,,,,15,Color:,,1,0,Material:,,1,0
,simple,,CyberPower 650VA Battery,1,0,visible,Evite que las irregularidades en el suministro eléctrico arruinen la longevidad y la funcionalidad de su dispositivo con el UPS de respaldo de batería CyberPower para PC.,"El UPS con batería de respaldo de CyberPower PC es una excelente inversión para profesionales y dueños de negocios, ya que protege su electrónica sensible al suministrar energía de la batería durante interrupciones y sobrecargas de energía. Con una capacidad de 650 VA / 375 vatios, mantiene la estabilidad de la señal y la capacidad de sobretensión de los dispositivos que protege. Junto con la capacidad de sobretensión de 890 julios, garantiza su equipo de seguridad y protección contra sobretensiones y picos eléctricos.",,,,,1,200,1,0,0,,,,,1,,459,600,Poder,,,"http://morin42.me/wordpress/wp-content/uploads/2019/04/po17_1.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/po17_2.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/po17_3.jpg",,,,,,,,,16,Color:,,1,0,Material:,,1,0
,simple,,Tripp Lite SU3000RTXL2U,1,0,visible,"Proteja sus dispositivos basados en la red, servidores de oficinas pequeñas y estaciones de trabajo de los apagones repentinos con el sistema de UPS expansible SmartOnline Trip3 de SU3000RTXL2U de Tripp.","Proteja sus dispositivos basados en la red, servidores de oficinas pequeñas y estaciones de trabajo de los apagones repentinos con el sistema de UPS expansible SmartOnline Trip3 de SU3000RTXL2U de Tripp. Este excelente sistema UPS ofrece la protección ideal para servidores críticos, redes y equipos de telecomunicaciones en centros de datos y armarios de equipos remotos. Cuenta con una operación opcional en modo económico con un 97% de eficiencia para reducir el consumo de energía y las operaciones de refrigeración. También proporciona un panel de pantalla LED que gira fácilmente para una mejor visualización en configuraciones de rack o torre. No solo eso, sino que mantiene una salida continua de servicios públicos a los equipos conectados, incluso si el UPS sufre un fallo interno y requiere mantenimiento. ",,,,,1,200,1,0,0,,,,,1,,990,1000,Poder,,,"http://morin42.me/wordpress/wp-content/uploads/2019/04/po18_1.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/po18_2.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/po18_3.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/po18_4.jpg",,,,,,,,,17,Color:,,1,0,Material:,,1,0
,simple,,CyberPower Intelligent,1,0,visible,Evite la pérdida de datos y el daño al equipo causado por la sobrecarga de electricidad inestable utilizando la fuente de alimentación ininterrumpible CP1500AVRLCD de CyberPower Intelligent LCD Series. ,"Evite la pérdida de datos y el daño al equipo causado por la sobrecarga de electricidad inestable utilizando la fuente de alimentación ininterrumpible CP1500AVRLCD de CyberPower Intelligent LCD Series. El respaldo de batería del UPS CP1500AVRLCD de CyberPower Intelligent LCD Series ofrece 1500VA / 900Watts de potencia para proporcionar hasta 170 minutos de tiempo de ejecución a sus dispositivos informáticos durante apagones. Esto proporciona tiempo suficiente para guardar datos críticos, lo cual es esencial en las empresas. Esta fuente de alimentación ininterrumpida también ayuda a ahorrar recursos gracias a su avanzado circuito patentado GreenPower UPS ™, que es un 75% más eficiente energéticamente en comparación con otros productos. El respaldo de batería del SAI CP1500AVRLCD de CyberPower Intelligent LCD Series tiene dos baterías de 12V / 9Ah sin mantenimiento y fáciles de reemplazar para una operación conveniente y sin complicaciones.",,,,,1,200,1,0,0,,,,,1,,1560,1600,Poder,,,"http://morin42.me/wordpress/wp-content/uploads/2019/04/po19_1.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/po19_2.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/po19_3.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/po19_4.jpg",,,,,,,,,18,Color:,,1,0,Material:,,1,0
,simple,,Tripp Lite Smart LCD,1,0,visible,"Mantenga las PC, las estaciones de trabajo y los sistemas de entretenimiento en el hogar funcionando durante un apagón con el UPS de torre de 1300VA con LCD inteligente de Tripp Lite con AVR. Puede mantener una PC operativa por hasta 64 minutos durante un corte de energía, lo que le permite el tiempo suficiente para trabajar y guardar las tareas importantes. ","Mantenga las PC, las estaciones de trabajo y los sistemas de entretenimiento en el hogar funcionando durante un apagón con el UPS de torre de 1300VA con LCD inteligente de Tripp Lite con AVR. Puede mantener una PC operativa por hasta 64 minutos durante un corte de energía, lo que le permite el tiempo suficiente para trabajar y guardar las tareas importantes. La Regulación automática de voltaje (AVR) corrige las caídas de tensión de nuevo a una alimentación segura de 120 V sin agotar la batería del UPS, mientras que la supresión de sobretensiones y el filtro de ruido de línea EMI / RFI evitan daños en el hardware y mejoran el rendimiento de audio y video de su dispositivo. Sus 8 salidas combinadas con el soporte de energía de 1300VA / 720W le permiten agregar múltiples dispositivos a un solo UPS. La gran pantalla LCD iluminada muestra las condiciones de energía entrante y las operaciones de UPS en tiempo real. Un conjunto de puertos Ethernet protege el teléfono estándar o la conexión DSL, mientras que la toma COAX garantiza la protección de la línea de transmisión / CATV. También puede descargar un software PowerAlert gratuito de www.tripplite.com e integrar las ventanas y el dispositivo MAC con un puerto USB compatible con HID. Esto permite que el sistema desatendido se apague automáticamente después de guardar los archivos.",,,,,1,200,1,0,0,,,,,1,,4500,5000,Poder,,,"http://morin42.me/wordpress/wp-content/uploads/2019/04/po20_1.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/po20_2.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/po20_3.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/po20_4.jpg",,,,,,,,,19,Color:,,1,0,Material:,,1,0
